"Ad Set Name",Day,"Ad Set ID","Delivery Status","Delivery Level","Relevance Score","Campaign Name","CPM (Cost per 1,000 Impressions)",Reach,Impressions,"CTR (Link Click-Through Rate)","CPC (Cost per Link Click)","Amount Spent (USD)","Result Type","Cost per Result","Landing Page Views","Adds to Cart","Website Adds to Cart","Checkouts Initiated","Website Checkouts Initiated","Adds of Payment Info","Website Adds of Payment Info","Link Clicks","Website Purchases","Website Purchases Conversion Value","Website Purchase ROAS (Return on Ad Spend)","Reporting Starts","Reporting Ends"
"US_indie1%_1101 - land2 - Copy 22",2018-11-12,23843018643170116,inactive,adset,,ERL2-shopify-1023-USbasicopy,14.41877256,1319,1385,4.3321299638989,0.33283333,19.97,"Website Purchases",,56,7,7,3,3,,,60,,,,2018-11-12,2018-11-12
"SG_shopping_1019 - aha1110",2018-11-28,23842995495230116,active,adset,,ERL2-shopify-test-1019,4.46756152,4144,4470,1.1409395973154,0.39156863,19.97,"Website Purchases",9.985,41,4,4,4,4,2,2,51,2,98,4.90736104,2018-11-28,2018-11-28
"EUgood_indie2%_1125 - aha1",2018-11-28,23843059358630116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,5.74388489,3421,3475,2.2158273381295,0.25922078,19.96,"Website Purchases",19.96,56,5,5,2,2,2,2,77,1,49,2.45490982,2018-11-28,2018-11-28
"EUgood_indie1%_1120 - aha1110",2018-12-01,23843053055970116,active,adset,,ERL2-shopify-test-1019,8.01284625,2454,2491,2.328382175833,0.34413793,19.96,"Website Purchases",19.96,49,5,5,2,2,1,1,58,1,49,2.45490982,2018-12-01,2018-12-01
"SG_shopping_1019 - aha1110",2018-11-20,23842995495230116,active,adset,,ERL2-shopify-test-1019,5.59921415,3450,3563,1.0945832163907,0.51153846,19.95,"Website Purchases",,26,5,5,10,10,,,39,,,,2018-11-20,2018-11-20
"SG_shopping_1019 - aha1110",2018-11-27,23842995495230116,active,adset,,ERL2-shopify-test-1019,6.40745501,2984,3112,1.1568123393316,0.55388889,19.94,"Website Purchases",,30,5,5,2,2,,,36,,,,2018-11-27,2018-11-27
"US_indie1%_1101 - land2 - Copy 22",2018-11-13,23843018643170116,inactive,adset,,ERL2-shopify-1023-USbasicopy,14.44525018,1309,1379,5.5112400290065,0.26210526,19.92,"Website Purchases",9.96,69,7,7,5,5,1,1,76,2,98,4.91967871,2018-11-13,2018-11-13
"SG_sportEquip_1129 - ahaold",2018-12-02,23843065498190116,active,adset,,ERL2-shopify-1125-newTest,5.32762771,3533,3739,1.337255950789,0.3984,19.92,"Website Purchases",,40,5,5,5,5,,,50,,,,2018-12-02,2018-12-02
"EUgood_indie2%_1125 - aha1",2018-11-26,23843059358630116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,8.89584265,2119,2237,2.6821636119803,0.33166667,19.9,"Website Purchases",19.9,48,2,2,5,5,,,60,1,49,2.46231156,2018-11-26,2018-11-26
US_ERLpurchase2%_1120-ahaold-schedule,2018-11-23,23843053073640116,inactive,adset,,ERL2-shopify-1023-USbasicopy,15.80619539,1222,1259,3.0182684670373,0.52368421,19.9,"Website Purchases",,28,2,2,1,1,,,38,,,,2018-11-23,2018-11-23
"SG_sportEquip_1129 - ahaold",2018-12-03,23843065498190116,active,adset,,ERL2-shopify-1125-newTest,6.79890561,2694,2924,1.812585499316,0.37509434,19.88,"Website Purchases",19.88,46,6,6,3,3,1,1,53,1,94,4.72837022,2018-12-03,2018-12-03
"UK_ERLpurchase1%_1112 - feature",2018-11-13,23843039109070116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,8.15088151,2317,2439,2.460024600246,0.33133333,19.88,"Website Purchases",,50,5,5,5,5,,,60,,,,2018-11-13,2018-11-13
"SG_shopping_1111 - aha1110 - Copy",2018-11-20,23843037512240116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,6.10018439,3158,3254,1.1677934849416,0.52236842,19.85,"Website Purchases",,26,5,5,3,3,,,38,,,,2018-11-20,2018-11-20
"SG_shopping_1111 - aha1110 - Copy",2018-11-25,23843037512270116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,8.37769328,2289,2367,1.8166455428813,0.46116279,19.83,"Website Purchases",,41,6,6,3,3,,,43,,,,2018-11-25,2018-11-25
"EUgood_indie1%_1123 - aha1 - Copy1",2018-11-28,23843056676460116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,6.79232351,2864,2918,2.2960932145305,0.2958209,19.82,"Website Purchases",,50,1,1,,,,,67,,,,2018-11-28,2018-11-28
"EUgood_indie2%_1125 - aha1",2018-12-01,23843059358630116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,8.57947163,2267,2309,2.7284538761369,0.31444444,19.81,"Website Purchases",,48,1,1,1,1,,,63,,,,2018-12-01,2018-12-01
"SG_shopping_1019 - aha1110",2018-12-02,23842995495230116,active,adset,,ERL2-shopify-test-1019,5.13780551,3527,3846,1.0400416016641,0.494,19.76,"Website Purchases",,32,3,3,1,1,,,40,,,,2018-12-02,2018-12-02
"US_sportEquip_1201 - ahaold",2018-12-01,23843067337530116,inactive,adset,,ERL2-shopify-1125-newTest,15.93548387,1239,1240,1.7741935483871,0.89818182,19.76,"Website Purchases",19.76,17,,,1,1,,,22,1,94,4.75708502,2018-12-01,2018-12-01
"EUgood_indie1%_1120 - aha1110",2018-11-28,23843053055970116,active,adset,,ERL2-shopify-test-1019,6.71195652,2891,2944,1.9361413043478,0.34666667,19.76,"Website Purchases",,44,6,6,3,3,1,1,57,,,,2018-11-28,2018-11-28
"EUgood_indie2%_1127 - aha1 - Copy",2018-12-01,23843062694700116,active,adset,,ERL2-shopify-1123-EUbasicopy,7.37588652,2625,2679,2.8742067935797,0.25662338,19.76,"Website Purchases",19.76,61,4,4,3,3,1,1,77,1,49,2.47975709,2018-12-01,2018-12-01
US_ERLpurchase2%_only_1130-aha,2018-12-02,23843066298620116,inactive,adset,,ERL2-shopify-1026-UStest,16.05691057,1211,1230,4.6341463414634,0.34649123,19.75,"Website Purchases",,49,,,,,,,57,,,,2018-12-02,2018-12-02
US_indie1%_1120-land2-schedule,2018-11-23,23843053073680116,inactive,adset,,ERL2-shopify-1023-USbasicopy,23.29397875,815,847,3.0696576151122,0.75884615,19.73,"Website Purchases",19.73,17,2,2,1,1,,,26,1,49,2.48352762,2018-11-23,2018-11-23
"SG_earlyadopter_1125 - ahaold",2018-11-28,23843059982370116,inactive,adset,,ERL2-shopify-1125-newTest,5.91072499,3180,3338,0.98861593768724,0.59787879,19.73,"Website Purchases",19.73,26,1,1,3,3,1,1,33,1,49,2.48352762,2018-11-28,2018-11-28
"SG_sportEquip_1201 - ahaold-newpic",2018-12-02,23843067857650116,inactive,adset,,ERL2-shopify-1201-sportEquitTest,4.3907329,3772,4489,1.0024504343952,0.438,19.71,"Website Purchases",19.71,39,5,5,2,2,1,1,45,1,49,2.48604769,2018-12-02,2018-12-02
US_ERLadct30-1%_1129-aha,2018-12-01,23843065433680116,active,adset,,ERL2-shopify-1129-AddtoCart-Test,18.283859,1029,1078,4.1743970315399,0.438,19.71,"Website Purchases",,34,1,1,2,2,2,2,45,,,,2018-12-01,2018-12-01
"US_ERLpurchase1%_1029 - feature",2018-11-12,23843012050170116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,16.28099174,1168,1210,3.2231404958678,0.50512821,19.7,"Website Purchases",,35,3,3,1,1,,,39,,,,2018-11-12,2018-11-12
"AU_sportEquip_1201 - ahaold",2018-12-01,23843067342020116,inactive,adset,,ERL2-shopify-1125-newTest,9.10351201,2081,2164,2.3105360443623,0.394,19.7,"Website Purchases",19.7,45,3,3,2,2,1,1,50,1,49,2.48730964,2018-12-01,2018-12-01
US_ERLadct30-1%_1129-aha,2018-12-02,23843065433680116,active,adset,,ERL2-shopify-1129-AddtoCart-Test,18.56738926,1034,1061,5.7492931196984,0.32295082,19.7,"Website Purchases",,50,5,5,1,1,,,61,,,,2018-12-02,2018-12-02
US_ERLpurchase1%_1120-feature-schedule,2018-11-22,23843053073670116,inactive,adset,,ERL2-shopify-1023-USbasicopy,16.26446281,1193,1210,2.7272727272727,0.59636364,19.68,"Website Purchases",,25,2,2,,,,,33,,,,2018-11-22,2018-11-22
"SG_earlyadopter_1125 - ahaold",2018-11-29,23843059982370116,inactive,adset,,ERL2-shopify-1125-newTest,6.14807873,3085,3201,0.84348641049672,0.72888889,19.68,"Website Purchases",19.68,23,1,1,1,1,1,1,27,1,49,2.4898374,2018-11-29,2018-11-29
US_ERLpurchase1%_1120-feature-schedule,2018-11-25,23843053073670116,inactive,adset,,ERL2-shopify-1023-USbasicopy,21.79401993,892,903,3.1007751937984,0.70285714,19.68,"Website Purchases",,24,,,,,,,28,,,,2018-11-25,2018-11-25
"EUgood_indie1%_1123 - aha1 - Copy1",2018-12-01,23843056676460116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,9.54854369,2011,2060,3.5436893203883,0.26945205,19.67,"Website Purchases",,57,6,6,3,3,1,1,73,,,,2018-12-01,2018-12-01
"SG_shopping_1019 - aha1110",2018-11-16,23842995495230116,active,adset,,ERL2-shopify-test-1019,6.82638889,2793,2880,1.1458333333333,0.59575758,19.66,"Website Purchases",,29,3,3,3,3,,,33,,,,2018-11-16,2018-11-16
US_ERLpurchase1%_1120-feature-schedule,2018-11-28,23843053073670116,inactive,adset,,ERL2-shopify-1023-USbasicopy,22.00447928,880,893,3.2474804031355,0.67758621,19.65,"Website Purchases",,27,1,1,1,1,,,29,,,,2018-11-28,2018-11-28
"EUgood_indie1%_1125 - aha1 - Copy 21",2018-11-28,23843059969090116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,7.83945687,2448,2504,2.9952076677316,0.26173333,19.63,"Website Purchases",,57,2,2,,,,,75,,,,2018-11-28,2018-11-28
"SG_shopping_1111 - aha1110 - Copy",2018-11-16,23843037512240116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,7.64614186,2466,2566,1.2860483242401,0.59454545,19.62,"Website Purchases",,33,5,5,3,3,,,33,,,,2018-11-16,2018-11-16
"SG_earlyadopter_1125 - ahaold",2018-12-02,23843059982370116,inactive,adset,,ERL2-shopify-1125-newTest,6.89279438,2656,2845,1.6520210896309,0.41723404,19.61,"Website Purchases",,43,6,6,5,5,,,47,,,,2018-12-02,2018-12-02
"SG_earlyadopter_1125 - ahaold",2018-12-03,23843059982370116,inactive,adset,,ERL2-shopify-1125-newTest,6.71237573,2648,2917,1.5083990401097,0.445,19.58,"Website Purchases",,35,2,2,2,2,,,44,,,,2018-12-03,2018-12-03
US_ERLpurchase2%_1120-ahaold-schedule,2018-11-22,23843053073640116,inactive,adset,,ERL2-shopify-1023-USbasicopy,18.69856459,1014,1045,1.9138755980861,0.977,19.54,"Website Purchases",19.54,17,2,2,1,1,1,1,20,1,147,7.52302968,2018-11-22,2018-11-22
"SG_sportEquip_1129 - ahaold",2018-11-30,23843065498190116,active,adset,,ERL2-shopify-1125-newTest,5.44744912,3417,3587,1.1708948982437,0.4652381,19.54,"Website Purchases",9.77,38,2,2,2,2,2,2,42,2,98,5.01535312,2018-11-30,2018-11-30
SG_ERLadct30-1%_only_1129-aha,2018-11-30,23843065434350116,inactive,adset,,ERL2-shopify-1129-AddtoCart-Test,10.82685905,1567,1802,1.8312985571587,0.59121212,19.51,"Website Purchases",,31,7,7,2,2,,,33,,,,2018-11-30,2018-11-30
"SG_shopping_1125 - ahaold -newpic",2018-11-26,23843059979810116,inactive,adset,,ERL2-shopify-1125-newTest,10.33386328,1729,1887,1.2718600953895,0.8125,19.5,"Website Purchases",,19,1,1,,,,,24,,,,2018-11-26,2018-11-26
"US_ERLpurchase1%_1029 - feature",2018-11-16,23843012050170116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,14.82889734,1286,1315,3.6501901140684,0.40625,19.5,"Website Purchases",,44,1,1,,,,,48,,,,2018-11-16,2018-11-16
"EUgood_indie2%_1127 - aha1 - Copy",2018-12-03,23843062694700116,active,adset,,ERL2-shopify-1123-EUbasicopy,8.49607672,2196,2294,3.3129904097646,0.25644737,19.49,"Website Purchases",19.49,63,4,4,3,3,1,1,76,1,49,2.5141098,2018-12-03,2018-12-03
US_ERLadct30-1%_1129-aha,2018-12-03,23843065433680116,active,adset,,ERL2-shopify-1129-AddtoCart-Test,16.12582781,1181,1208,5.546357615894,0.29074627,19.48,"Website Purchases",19.48,58,1,1,2,2,,,67,1,49,2.51540041,2018-12-03,2018-12-03
"SG_earlyadopter_1127 - ahaold - Copy",2018-11-29,23843062733180116,inactive,adset,,ERL2-shopify-1125-newTest,7.32028604,2500,2657,1.4678208505834,0.49871795,19.45,"Website Purchases",,35,8,8,4,4,,,39,,,,2018-11-29,2018-11-29
"SG_shopping_1019 - aha1110",2018-11-11,23842995495230116,active,adset,,ERL2-shopify-test-1019,6.60326087,2588,2944,2.241847826087,0.29454545,19.44,"Website Purchases",9.72,57,10,10,12,12,2,2,66,2,98,5.04115226,2018-11-11,2018-11-11
"SG_shopping_1019 - aha1110",2018-11-29,23842995495230116,active,adset,,ERL2-shopify-test-1019,5.77025824,3177,3369,1.5138023152271,0.38117647,19.44,"Website Purchases",19.44,47,12,12,9,9,1,1,51,1,49,2.52057613,2018-11-29,2018-11-29
"SG_shopping_1019 - aha1110",2018-11-26,23842995495230116,active,adset,,ERL2-shopify-test-1019,6.79383969,2742,2857,1.0150507525376,0.66931034,19.41,"Website Purchases",6.47,23,2,2,3,3,1,1,29,3,147,7.57341577,2018-11-26,2018-11-26
"SG_shopping_1111 - aha1110 - Copy",2018-11-16,23843037512270116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,8.0952381,2309,2394,1.796157059315,0.45069767,19.38,"Website Purchases",,32,2,2,1,1,,,43,,,,2018-11-16,2018-11-16
ID_adopter_engaged_1128-earpic,2018-11-28,23843063371980116,inactive,adset,,ERL2-shopify-1029-SouthEastAsia-test,1.84388386,9102,10505,0.89481199428843,0.20606383,19.37,"Website Purchases",19.37,47,5,5,2,2,1,1,94,1,49,2.52968508,2018-11-28,2018-11-28
"US_indie1%_1101 - land2 - Copy 22",2018-11-16,23843018643170116,inactive,adset,,ERL2-shopify-1023-USbasicopy,12.92194797,1450,1499,5.4703135423616,0.23621951,19.37,"Website Purchases",,72,,,,,,,82,,,,2018-11-16,2018-11-16
"SG_earlyadopter_1127 - ahaold - Copy",2018-11-28,23843062733180116,inactive,adset,,ERL2-shopify-1125-newTest,7.04553734,2592,2745,1.2021857923497,0.58606061,19.34,"Website Purchases",,31,3,3,4,4,,,33,,,,2018-11-28,2018-11-28
"SG_shopping_1019 - aha1110",2018-11-12,23842995495230116,active,adset,,ERL2-shopify-test-1019,6.79073034,2641,2848,2.1769662921348,0.31193548,19.34,"Website Purchases",6.4466666666667,54,11,11,9,9,3,3,62,3,147,7.6008273,2018-11-12,2018-11-12
"EUgood_indie2%_1127 - aha1 - Copy",2018-11-28,23843062694690116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,6.71994441,2803,2878,2.3974982626824,0.28028986,19.34,"Website Purchases",,55,2,2,1,1,1,1,69,,,,2018-11-28,2018-11-28
"EUgood_indie2%_1127 - aha1 - Copy",2018-11-28,23843062694700116,active,adset,,ERL2-shopify-1123-EUbasicopy,6.79086116,2768,2845,2.8471001757469,0.23851852,19.32,"Website Purchases",19.32,56,3,3,1,1,1,1,81,1,49,2.53623188,2018-11-28,2018-11-28
"SG_shopping_1111 - aha1110 - Copy",2018-11-26,23843037512270116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,7.00761697,2659,2757,1.5233949945593,0.46,19.32,"Website Purchases",19.32,39,9,9,3,3,1,1,42,1,49,2.53623188,2018-11-26,2018-11-26
"EUgood_indie1%_1120 - aha1110",2018-11-26,23843053055970116,active,adset,,ERL2-shopify-test-1019,9.75745326,1910,1979,2.7791814047499,0.35109091,19.31,"Website Purchases",,46,2,2,2,2,,,55,,,,2018-11-26,2018-11-26
"SG_earlyadopter_1125 - ahaold",2018-11-26,23843059982370116,inactive,adset,,ERL2-shopify-1125-newTest,6.96028881,2588,2770,1.1913357400722,0.58424242,19.28,"Website Purchases",19.28,31,4,4,3,3,1,1,33,1,49,2.54149378,2018-11-26,2018-11-26
"US_ERL_addtocart1%_1123-aha - schedule",2018-11-25,23843056678770116,inactive,adset,,ERL2-shopify-1023-USbasicopy,17.14412811,1091,1124,3.55871886121,0.48175,19.27,"Website Purchases",,34,1,1,1,1,,,40,,,,2018-11-25,2018-11-25
"EUgood_indie1%_1125 - aha1 - Copy 21",2018-11-26,23843059969100116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,10.4730832,1766,1839,2.8276237085372,0.37038462,19.26,"Website Purchases",,49,2,2,1,1,,,52,,,,2018-11-26,2018-11-26
"SG_shopping_1019 - aha1110",2018-11-13,23842995495230116,active,adset,,ERL2-shopify-test-1019,5.87912088,3042,3276,1.1294261294261,0.52054054,19.26,"Website Purchases",,33,5,5,5,5,,,37,,,,2018-11-13,2018-11-13
"EUgood_indie1%_1125 - aha1 - Copy 21",2018-12-01,23843059969090116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,10.09973753,1869,1905,2.8346456692913,0.3562963,19.24,"Website Purchases",19.24,48,3,3,1,1,,,54,1,49,2.54677755,2018-12-01,2018-12-01
"SG_ERLpurchase1%_1123 - ahaold - schedule",2018-11-25,23843057853130116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,10.91940976,1591,1762,1.5323496027242,0.71259259,19.24,"Website Purchases",,22,5,5,6,6,,,27,,,,2018-11-25,2018-11-25
US_ERLpurchase1%_1120-feature-schedule,2018-11-23,23843053073670116,inactive,adset,,ERL2-shopify-1023-USbasicopy,13.82458663,1364,1391,2.372393961179,0.58272727,19.23,"Website Purchases",4.8075,27,5,5,5,5,3,3,33,4,196,10.1924077,2018-11-23,2018-11-23
"US_ERLpurchase1%_1123-feature-schedule - Copy",2018-11-25,23843057859240116,inactive,adset,,ERL2-shopify-1023-USbasicopy,18.90855457,1000,1017,2.9498525073746,0.641,19.23,"Website Purchases",,24,2,2,,,,,30,,,,2018-11-25,2018-11-25
US_ERLpurchase1%_1120-feature-schedule,2018-11-26,23843053073670116,inactive,adset,,ERL2-shopify-1023-USbasicopy,24.46564885,773,786,3.5623409669211,0.68678571,19.23,"Website Purchases",19.23,25,3,3,2,2,1,1,28,1,49,2.54810192,2018-11-26,2018-11-26
"SG_sport_1129 - ahaold",2018-11-30,23843065456270116,inactive,adset,,ERL2-shopify-1125-newTest,5.98690365,3062,3207,1.0913626442158,0.54857143,19.2,"Website Purchases",,23,1,1,,,,,35,,,,2018-11-30,2018-11-30
"HK_shopping_1111 - aha1110",2018-11-12,23843037601680116,inactive,adset,,ERL2-shopify-test-1019,5.88650307,3050,3260,2.638036809816,0.22313953,19.19,"Website Purchases",,73,15,15,12,12,,,86,,,,2018-11-12,2018-11-12
"EUgood_indie1%_1120 - aha1110",2018-12-03,23843053055970116,active,adset,,ERL2-shopify-test-1019,9.38356164,1947,2044,3.5714285714286,0.26273973,19.18,"Website Purchases",19.18,60,4,4,2,2,1,1,73,1,49,2.55474453,2018-12-03,2018-12-03
"EUgood_indie1%_1123 - aha1 - Copy1",2018-11-26,23843056676460116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,9.12422656,2042,2101,2.8081865778201,0.32491525,19.17,"Website Purchases",,44,2,2,2,2,,,59,,,,2018-11-26,2018-11-26
"SG_shopping_1111 - aha1110 - Copy",2018-11-12,23843037512270116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,5.63069685,3166,3401,2.3228462216995,0.24240506,19.15,"Website Purchases",6.3833333333333,69,11,11,8,8,3,3,79,3,147,7.67624021,2018-11-12,2018-11-12
"SG_shopping_1111 - aha1110 - Copy",2018-11-12,23843037512240116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,5.2646086,3403,3628,1.5986769570011,0.32931034,19.1,"Website Purchases",9.55,48,9,9,9,9,1,1,58,2,98,5.13089005,2018-11-12,2018-11-12
"EUgood_indie1%only_1127 - aha1",2018-11-28,23843062696500116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,5.92431762,3165,3224,1.2096774193548,0.48974359,19.1,"Website Purchases",,30,2,2,,,,,39,,,,2018-11-28,2018-11-28
US_indie1%_1120-land2-schedule,2018-11-22,23843053073680116,inactive,adset,,ERL2-shopify-1023-USbasicopy,23.68486352,789,806,3.4739454094293,0.68178571,19.09,"Website Purchases",,23,1,1,,,,,28,,,,2018-11-22,2018-11-22
"EUgood_indie1%_1123 - aha1 - Copy2",2018-11-25,23843056676450116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,9.34867777,1978,2042,3.3790401567091,0.27666667,19.09,"Website Purchases",,57,2,2,2,2,,,69,,,,2018-11-25,2018-11-25
"EUgood_indie1%_1127 - aha1 - Copy 21",2018-11-28,23843062694660116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,9.25206411,2006,2059,2.1855269548324,0.42333333,19.05,"Website Purchases",,31,1,1,,,,,45,,,,2018-11-28,2018-11-28
"SG_shopping_1111 - aha1110 - Copy",2018-11-13,23843037512270116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,5.92408214,3054,3214,1.6179215930305,0.36615385,19.04,"Website Purchases",,44,6,6,4,4,,,52,,,,2018-11-13,2018-11-13
"US_ERLpurchase1%_1112 - feature - Copy 2",2018-11-13,23843038817090116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,22.02546296,850,864,2.7777777777778,0.79291667,19.03,"Website Purchases",,18,1,1,,,,,24,,,,2018-11-13,2018-11-13
"EUgood_indie1%_1127 - aha1 - Copy 21",2018-11-28,23843062694710116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,9.26936191,2012,2053,1.7535314174379,0.52861111,19.03,"Website Purchases",,32,1,1,1,1,,,36,,,,2018-11-28,2018-11-28
"SG_shopping_1111 - aha1110 - Copy",2018-11-13,23843037512240116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,5.52016365,3232,3422,1.3150204558738,0.41977778,18.89,"Website Purchases",18.89,37,7,7,6,6,1,1,45,1,49,2.59396506,2018-11-13,2018-11-13
"MX_ERLpurchase1%_1112 - feature",2018-11-13,23843039112620116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,1.76283847,10188,10710,1.624649859944,0.10850575,18.88,"Website Purchases",,119,20,20,17,17,1,1,174,,,,2018-11-13,2018-11-13
